wav_id,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
5e2844915807b852d9e0163b,그럴 시간도 없다.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,28,male
5e2845945807b852d9e01643,부모님도 다 슬퍼하셔.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Neutral,0,28,male
5e2845b55807b852d9e01645,"그래, 고마워.",sad,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,28,male
5e2846b45807b852d9e0164d,"해봤는데, 전화를 안 받네.",anger,Neutral,0,Neutral,0,Neutral,0,Sadness,1,Sadness,1,28,male
5e2846c55807b852d9e0164e,맨날 그래 얘는.,anger,Neutral,0,Angry,1,Angry,1,Angry,1,Angry,1,28,male
5e28482c5807b852d9e01659,어. 크게 다치진 않았는데.,anger,Sadness,1,Neutral,0,Neutral,0,Neutral,0,Neutral,0,28,male
5e28483f5807b852d9e0165a,일주일에 다섯번은 먹는다니까?,anger,Neutral,0,Surprise,1,Angry,1,Angry,1,Surprise,1,28,male
5e2873255807b852d9e016fb,그저께 아파해서 병원을 갔는데 괜찮아지나 싶더니 결국엔 이렇게 됐네.,sad,Sadness,1,Sadness,2,Sadness,1,Sadness,2,Sadness,1,28,male
5e2873465807b852d9e016fc,"다들 마음이 안좋지. 집에 들어가기도 싫네, 나는.",sad,Sadness,1,Sadness,2,Sadness,1,Sadness,2,Sadness,1,28,male
5e2873785807b852d9e016fe,응. 그래봐야지. 해피도 오래 살긴 했어.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,2,Sadness,2,28,male
5e2875925807b852d9e01712,그렇지. 뭐 생명까지는 괜찮은데. 우리 마음에 지장이 있네.,anger,Sadness,1,Sadness,2,Sadness,1,Sadness,2,Sadness,1,28,male
5e2875aa5807b852d9e01713,"지난 번에도 드시고 다친 적 있었거든, 얼굴? 이번에 또 그런 거야.",anger,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,28,male
5e2875c35807b852d9e01714,"다들 지쳤어. 나도 지쳤구, 이제.",anger,Sadness,2,Angry,1,Sadness,1,Sadness,1,Sadness,1,28,male
5e2876435807b852d9e01718,어제 밤 새서 작성한 기획안 다시 해야되네.,sad,Sadness,2,Sadness,1,Sadness,1,Sadness,1,Sadness,2,28,male
5e28765a5807b852d9e01719,"그렇지. 아픈데도 했더니, 참, 근데 맞는 말이라서.",sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,2,28,male
5e2876795807b852d9e0171a,응. 마음 좀 추스려야지. 근데 내가 잘하는게 없는 거 같네.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,1,Sadness,2,28,male
5e28769b5807b852d9e0171b,모르겠어. 좀 최대한 추스려볼게.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,2,Sadness,1,28,male
5e2876b55807b852d9e0171c,노력하면 괜찮아지겠지. 근데 내가 실력이 부족한 건 맞아.,sad,Sadness,2,Sadness,1,Sadness,1,Sadness,1,Sadness,1,28,male
5e28bb4a5807b852d9e01750,청소 좀 하고 살자.,anger,Angry,1,Angry,2,Angry,1,Angry,1,Angry,1,28,male
5e2970845807b852d9e0185d,응. 그 동안 괜찮았는데.,sad,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Neutral,0,37,male
5e29758c5807b852d9e0188f,응. 인제 병원에서 퇴원하는 길이야.,anger,Neutral,0,Sadness,1,Happiness,1,Neutral,0,Neutral,0,37,male
5e2979c25807b852d9e018d5,이제 두 달 지났어.,sad,Sadness,2,Sadness,1,Sadness,1,Sadness,1,Sadness,1,40,female
5e297cff5807b852d9e018ff,어제 지진 있었잖아. 다행히 다치진 않았어.,fear,Surprise,1,Neutral,0,Neutral,0,Neutral,0,Neutral,0,37,male
5e297d615807b852d9e01902,옆에서 친구가 넘어져서 발목 다쳤어.,fear,Sadness,1,Neutral,0,Sadness,1,Neutral,0,Neutral,0,37,male
5e29813c5807b852d9e01944,아니 룸메이트 하기 전에는 그냥 학교에서만 알던 사이?,anger,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,28,female
5e29841e5807b852d9e01987,또 술 먹고 그랬지 뭐. 지금 병원에 계셔.,anger,Sadness,1,Neutral,0,Neutral,0,Sadness,1,Sadness,1,28,female
5e2984895807b852d9e01990,"했는데 소용 없어. 다 포기했어, 지금은.",anger,Angry,1,Sadness,2,Sadness,1,Sadness,1,Sadness,1,28,female
5e2985665807b852d9e01999,응. 걷고 있어.,sad,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Sadness,1,28,female
5e2985815807b852d9e0199c,아휴. 이제 내년 거 준비해야지 뭐.,sad,Sadness,2,Sadness,1,Sadness,1,Sadness,1,Sadness,1,28,female
5e29859a5807b852d9e0199e,너무 죄송해서 말도 못하겠어.,sad,Sadness,2,Sadness,1,Sadness,1,Sadness,1,Sadness,1,28,female
5e2988fc5807b852d9e019da,응. 다리 조금 다쳤는데 좀 쉬면 괜찮아질 것 같아.,fear,Sadness,1,Neutral,0,Sadness,1,Neutral,0,Neutral,0,28,female
5e298b9f5807b852d9e01a0f,다른 여자가 생겼나봐.,sad,Sadness,2,Sadness,2,Sadness,1,Sadness,2,Sadness,2,40,female
5e298bc45807b852d9e01a10,대학교 때 동아리 선배였었어.,sad,Sadness,2,Sadness,2,Neutral,0,Sadness,2,Sadness,2,40,female
5e298bdc5807b852d9e01a11,우리는 싸울 일이 전혀 없었어.,sad,Sadness,1,Neutral,0,Neutral,0,Sadness,1,Angry,1,40,female
5e298c085807b852d9e01a12,두 달 됐나봐. 일년 지난 거 같아.,sad,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Sadness,2,40,female
5e298fd15807b852d9e01a36,잘 모르겠어.,sad,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,male
5e2990af5807b852d9e01a4f,나 면접에서 떨어졌어.,sad,Sadness,1,Sadness,2,Sadness,1,Sadness,1,Sadness,1,31,male
5e2990c85807b852d9e01a53,집에서 쉬고 있어.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,31,male
5e2990e85807b852d9e01a56,내일부터 다시 다른데 알아보려고.,sad,Sadness,1,Neutral,0,Sadness,1,Sadness,1,Sadness,1,31,male
5e2991605807b852d9e01a60,먹었지. 이미 너무 늦은 시간인걸.,sad,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Neutral,0,31,male
5e2991785807b852d9e01a62,지난달에 내가 분명히 얘기 했거든? 근데 며칠 가지도 않아.,anger,Angry,2,Angry,2,Angry,1,Angry,2,Angry,2,33,female
5e29919c5807b852d9e01a66,어제 지진 난 거 알아?,fear,Surprise,1,Surprise,1,Fear,1,Neutral,0,Neutral,0,29,male
5e2991af5807b852d9e01a68,나는 괜찮아.,fear,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,male
5e2991df5807b852d9e01a6c,친구가 좀 심하게 다쳤어.,fear,Neutral,0,Neutral,0,Sadness,2,Neutral,0,Sadness,1,29,male
5e2992895807b852d9e01a7c,당연히 따로 살고 싶은데 자취방 보증금을 나 혼자 어떻게 내.,anger,Angry,1,Angry,1,Angry,1,Angry,2,Angry,2,33,female
5e29ac5b5807b852d9e01c2c,벌써 30분은 지난 거 같애.,anger,Angry,1,Neutral,0,Angry,1,Angry,1,Angry,2,41,female
5e29ac765807b852d9e01c2e,전화했는데 다와간다는데 안오네 아직도.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,41,female
5e29ac965807b852d9e01c30,"가끔 한 번씩 그러긴 하는데, 오늘은 좀 심하네. 아, 화나!",anger,Angry,1,Angry,1,Angry,2,Angry,1,Angry,1,41,female
5e29ae755807b852d9e01c4a,응. 치워야 되는데 어떡하지? 누가 치우지도 않고 갔네?,disgust,Disgust,1,Disgust,1,Angry,2,Angry,1,Disgust,1,41,female
5e29aeb55807b852d9e01c4d,그래야겠다. 좀 이따 보고 내가 치우든지 해야겠다.,disgust,Disgust,1,Disgust,1,Angry,1,Angry,1,Disgust,1,41,female
5e29af215807b852d9e01c55,나 이번 회사 면접 또 떨어졌어.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e29af4f5807b852d9e01c5a,엄마 아빠 얼굴도 못 보겠어서 괜히 밖에 돌아다니고 있어.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e29b07d5807b852d9e01c67,당연히 얘기 못했지. 지금 집에도 못 들어가고 있는데.,sad,Sadness,1,Sadness,2,Sadness,2,Sadness,1,Sadness,2,33,female
5e29b0d55807b852d9e01c75,계속 걱정하느라 밥 생각도 안나.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e29b2135807b852d9e01c7e,"지금 저녁 약속 있어서 친구 기다리는데, 얘가 올 생각을 안 해.",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e29b2345807b852d9e01c7f,벌써 한 시간이 넘었다. 미친 거 아니야?,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e29b2545807b852d9e01c80,당연히 연락 해봤지! 근데 답장도 잘 안해.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e29b2805807b852d9e01c81,어휴 얘 고등학교 때부터 그랬어.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e29b2ac5807b852d9e01c85,이걸로 몇 번 싸우기도 했는데 도대체 들어먹질 않어.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e29b2d15807b852d9e01c8c,룸메와 너무 싸우게 돼.,anger,Sadness,1,Sadness,1,Angry,1,Sadness,1,Angry,1,41,female
5e29b2f95807b852d9e01c93,방을 너무 지저분하게 써. 경고도 했는데.,anger,Sadness,1,Sadness,1,Disgust,1,Sadness,1,Angry,1,41,female
5e29b3375807b852d9e01c9b,"한 달 전 쯤에 경고를 한 번 줬는데, 좀 고쳐지는 듯 하더니, 또 그러네. 음식물 쓰레기도 막 버리고.",anger,Angry,1,Sadness,2,Angry,1,Neutral,0,Angry,1,41,female
5e29b37c5807b852d9e01ca7,응. 고등학교 동창이야.,anger,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,41,female
5e29b3a75807b852d9e01cae,보증금이 없어서. 한동안 같이 지내야 될 거 같아.,anger,Sadness,1,Sadness,2,Sadness,1,Sadness,1,Angry,1,41,female
5e29b4575807b852d9e01ccd,나 결국 헤어졌어.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,41,female
5e29b5525807b852d9e01cf7,친구였다가 사귀게 됐어.,sad,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Sadness,1,41,female
5e29b5675807b852d9e01cfb,아니. 3년동안 한번도 싸운적이 없었어.,sad,Sadness,1,Neutral,0,Neutral,0,Sadness,1,Sadness,1,41,female
5e29b5815807b852d9e01cff,그렇다고 일찍 퇴근하면 잘 하지도 못하면서 노력도 안한다고 그럴 것 같아.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e29b5bc5807b852d9e01d06,내가 부족해서 그런 거 나도 알고 있다니까!,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e2ac3d55807b852d9e01fd6,우리 아빠 어제 술먹고 또 사고쳤어.,anger,Angry,2,Angry,2,Angry,2,Angry,1,Angry,1,33,female
5e2ac52c5807b852d9e01fe4,거의 맨날 먹어. 일주일에 하루 이틀 빼곤 거의 술이야!,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2ac5585807b852d9e01fe7,엄마는 포기한지 한참됐고 이제 나도 모르겠어.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,33,female
5e2ac6f85807b852d9e01ffe,고등학교 때 엄청 친한 사이였어. 근데 이럴 줄은 몰랐다.,anger,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,37,male
5e2ac82c5807b852d9e0200a,오늘 면접도 다 떨어졌다.,sad,Sadness,1,Sadness,2,Sadness,1,Sadness,1,Neutral,0,37,male
5e2ac96c5807b852d9e02016,"아니. 다른 친구들도 다 붙었는데, 염치가 있지. 얘기 못 드렸어.",sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,37,male
5e2acaeb5807b852d9e02036,아 몰라 진짜 미쳤나봐. 왜 나한테만 이래.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2ace275807b852d9e02073,엄마 아빠도 계속 슬퍼하지.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,1,Sadness,1,33,female
5e2ad24b5807b852d9e020ae,말씀 드려야지.,sad,Sadness,1,Neutral,0,Sadness,1,Sadness,1,Neutral,0,27,male
5e2ad24d5807b852d9e020af,"할 뻔 했어. 나까지 토할 뻔했다, 야.",disgust,Disgust,2,Disgust,2,Disgust,1,Angry,2,Disgust,2,33,female
5e2ad2945807b852d9e020b9,"아니, 아니야. 따뜻한 물도 못 먹겠어.",disgust,Disgust,2,Disgust,2,Disgust,2,Neutral,0,Disgust,2,33,female
5e2ad2c45807b852d9e020bf,이따 내려가면서 관리실에 얘기해야지.,disgust,Disgust,1,Angry,2,Disgust,1,Angry,1,Sadness,1,33,female
5e2ad2d85807b852d9e020c1,벌써 한 시간 넘어간다. 이거 진짜 너무한 거 아니냐.,anger,Angry,1,Angry,1,Angry,1,Angry,1,Neutral,0,37,male
5e2ad33a5807b852d9e020c9,얘 고등학교 때부터 유명했어.,anger,Angry,1,Neutral,0,Neutral,0,Angry,1,Neutral,0,37,male
5e2ad4145807b852d9e020d9,나 결국 남자친구랑 헤어졌어.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e2ad43e5807b852d9e020dc,자긴 권태긴 것 같다고 시간을 갖자고 그러더라. 그런데 결국 다른 사람이 생긴 것 같아.,sad,Sadness,2,Sadness,2,Sadness,1,Sadness,2,Sadness,2,33,female
5e2ad4885807b852d9e020e1,아니. 술 마시고 계단에서 넘어지셔서 지금 병원에 있어.,anger,Sadness,1,Sadness,1,Neutral,0,Sadness,1,Neutral,0,37,male
5e2ad4a95807b852d9e020e2,응. 잠깐 허리만 삐끗하신 것 같아.,anger,Neutral,0,Sadness,1,Neutral,0,Neutral,0,Neutral,0,37,male
5e2ad5155807b852d9e020e8,"처음에는 몇 번 했는데, 이제는 거의 포기 상태야.",anger,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Neutral,0,37,male
5e2ad52a5807b852d9e020e9,사실 두 달도 넘었어.,sad,Sadness,2,Sadness,1,Sadness,2,Sadness,2,Sadness,2,33,female
5e2ad6375807b852d9e020f8,룸메랑 싸우는 것도 이제 지긋지긋하다 정말.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2ad6e45807b852d9e02100,당연히 화내봤지! 근데 그것도 그때 뿐이야.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2ad7bd5807b852d9e0210b,"보증금이 800인데, 나 혼자서 부담할 수가 없잖아.",anger,Angry,2,Angry,1,Angry,1,Angry,2,Sadness,1,33,female
5e2ad8e65807b852d9e02119,화장실에 토한 거 그대로 있다.,disgust,Disgust,1,Disgust,2,Disgust,1,Disgust,1,Neutral,0,37,male
5e2ad9045807b852d9e0211a,속이 미슥미슥 거려. 나도 토할 거 같애.,disgust,Disgust,1,Disgust,2,Disgust,1,Disgust,1,Neutral,0,37,male
5e2ad94a5807b852d9e0211d,그래야겠다. 나가는 김에 얘기하고 가야겠어.,disgust,Disgust,1,Angry,1,Disgust,1,Neutral,0,Neutral,0,37,male
5e2adcf75807b852d9e0214e,"아니, 약속을 해놓고 왜 얘는 이렇게 안 와!",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2add325807b852d9e02153,지금 한 시간이 넘었어!,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,33,female
5e2add315807b852d9e02152,"위로해줘서. 응, 다시 준비해야지.",sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,25,male
5e2add6e5807b852d9e02156,다. 밥? 먹었어 방금.,sad,Sadness,1,Neutral,0,Neutral,0,Neutral,0,Neutral,0,25,male
5e2ade005807b852d9e0215c,아무리 얘기해도 지가 뭘 잘못했는지를 몰라!,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5e2adeb05807b852d9e02160,나는 하는 일마다 왜 다 이 모양일까.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5e2adef55807b852d9e02162,내가 엉망으로 해서 혼난 거라 할 말도 없어.,sad,Sadness,2,Sadness,1,Sadness,2,Sadness,2,Sadness,1,33,female
5e2ae57e5807b852d9e0216f,당연히 내봤지.,anger,Angry,1,Angry,1,Angry,2,Angry,1,Angry,2,29,female
5e2ae59c5807b852d9e02170,아. 힘들어. 너무 힘들어.,anger,Angry,1,Angry,2,Angry,1,Angry,1,Angry,2,29,female
5e2ae5bb5807b852d9e02171,그래서 따로 방 구하려고. 알아봤어.,anger,Angry,1,Angry,1,Angry,1,Angry,2,Angry,1,29,female
5e2ae7695807b852d9e02184,챙겨먹었어?,sad,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,female
5e2ae7bd5807b852d9e02188,난 잘하는 게 없나봐.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,2,Sadness,1,29,female
5e2ae8045807b852d9e0218b,잠깐 나갔다 올까?,sad,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,female
5e2ae8455807b852d9e0218e,일찍은 못 갈 거 같아.,sad,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,female
5e2ae95e5807b852d9e02193,해피가 어제 세상을 떠났어.,sad,Sadness,1,Sadness,2,Sadness,1,Sadness,2,Sadness,1,29,female
5e2ae97f5807b852d9e02194,오래 살았어.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,29,female
5e2ae9b45807b852d9e02196,이제 알아보는 중이야.,sad,Sadness,1,Neutral,0,Sadness,1,Sadness,1,Neutral,0,29,female
5e2aec565807b852d9e021c3,야! 우리 아빠 어제 또 넘어졌어.,anger,Angry,1,Angry,1,Neutral,0,Angry,1,Angry,1,29,female
5e2aec735807b852d9e021c4,술 먹고 그랬지 뭐! 아휴. 몰라!,anger,Angry,2,Angry,2,Angry,1,Angry,1,Angry,2,29,female
5e2aec8c5807b852d9e021c5,"생명이 뭐여. 아유, 지장 없어!",anger,Neutral,0,Angry,1,Neutral,0,Neutral,0,Happiness,1,29,female
5e2aecae5807b852d9e021c6,"아유, 주 5일은 먹네, 주 5일은! 어휴, 맨날 먹어, 맨날!",anger,Angry,2,Angry,2,Angry,1,Angry,1,Angry,1,29,female
5e2aeccc5807b852d9e021c7,그런 건 소용 없어. 소용 하나도 없어!,anger,Angry,1,Angry,1,Neutral,0,Neutral,0,Happiness,1,29,female
5e2aedb45807b852d9e021cf,괜히 거기로 갔어. 가지 말걸.,disgust,Angry,1,Angry,1,Disgust,1,Angry,1,Angry,1,29,female
5e2aeded5807b852d9e021d0,"하, 얼른 잊어버려야지.",disgust,Angry,1,Angry,1,Disgust,1,Neutral,0,Neutral,0,29,female
5e2aee085807b852d9e021d1,아까 이미 말씀드렸어.,disgust,Sadness,1,Neutral,0,Neutral,0,Neutral,0,Neutral,0,29,female
5e2aeec25807b852d9e021d8,친구가 다쳤어.,fear,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Sadness,1,29,female
5e2aeee65807b852d9e021d9,다들 괜찮은 거 같아.,fear,Sadness,1,Neutral,0,Sadness,1,Sadness,1,Neutral,0,29,female
5e2b221a5807b852d9e02239,"따뜻한 물 마시는 건 솔직히 좀 답이 아닌 거 같고, 그냥 빨리 화장실 가서 볼 일 보고, 맛있는거나 먹으러 가자.",disgust,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,26,male
5e2b22545807b852d9e0223a,그래! 관리자한테 말하고 빨리 치우라고 말하자.,disgust,Neutral,0,Neutral,0,Disgust,1,Neutral,0,Neutral,0,26,male
5e2b71b05807b852d9e0225b,"한 시간은 된 거 같다, 진짜! 도대체 언제까지! 아, 진짜.",anger,Angry,1,Angry,2,Angry,1,Angry,1,Angry,1,30,female
5e2b71d35807b852d9e0225c,"근데 하, 진짜 깜깜무소식이다!",anger,Angry,1,Angry,2,Angry,1,Angry,1,Angry,2,30,female
5e2b85635807b852d9e02292,화를 내봤는데 고치는듯 하더니 또 그러네.,anger,Angry,1,Angry,1,Angry,1,Angry,1,Sadness,1,41,female
5e2bf1605807b852d9e0239f,하. 안그래도 다른 회사 알아봐야될 거 같애.,anger,Angry,1,Sadness,1,Sadness,2,Angry,1,Neutral,0,32,female
5e2bf1735807b852d9e023a1,"밤새 기획안 작성했는데, 다 잘못됐대.",sad,Sadness,1,Sadness,2,Sadness,1,Sadness,1,Neutral,0,32,female
5e2bf1795807b852d9e023a2,"친한 여직원들 있긴 한데, 하, 잘 모르겠다.",anger,Fear,1,Neutral,0,Sadness,1,Angry,1,Angry,1,32,female
5e2bf19c5807b852d9e023a4,알았어. 들어줘서 고마워.,anger,Neutral,0,Neutral,0,Sadness,1,Neutral,0,Neutral,0,32,female
5e2bf2ef5807b852d9e023ba,약속 있어서 친구 기다리고 있는데 아직도 안왔어.,anger,Angry,1,Angry,1,Angry,1,Angry,1,Angry,1,32,female
5e2bf3225807b852d9e023be,어. 조금만 기달리래. 계속 기달리라고만 말해.,anger,Angry,1,Angry,2,Angry,1,Angry,1,Neutral,0,32,female
5e2bf3395807b852d9e023c0,얘는 매번 늦어.,anger,Angry,1,Angry,2,Angry,1,Angry,2,Neutral,0,32,female
5e2bf3985807b852d9e023c5,우리 아빠가 또 다쳤어.,anger,Angry,1,Sadness,2,Neutral,0,Angry,1,Neutral,0,32,female
5e2bf3bc5807b852d9e023c8,뻔하지. 또 술마시고 넘어졌어.,anger,Angry,1,Angry,1,Angry,1,Angry,1,Neutral,0,32,female
5e2bf45e5807b852d9e023d6,자주 드셔.,anger,Neutral,0,Angry,1,Angry,1,Angry,1,Neutral,0,32,female
5e2bf4ec5807b852d9e023df,진짜 퇴근한지 얼마나 됐다고 회사에서 연락이 또 왔어.,anger,Angry,1,Angry,1,Neutral,0,Angry,1,Neutral,0,32,female
5e2bf5665807b852d9e023e7,있어서 정말 다행이야. 정말 고마워.,anger,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Happiness,1,32,female
5e2bf5e25807b852d9e023f0,어제 저녁에 진짜 무서웠어.,fear,Fear,1,Fear,2,Fear,1,Fear,1,Neutral,0,32,female
5e2bf5f25807b852d9e023f1,지진이 났잖아. 나는 괜찮았는데 내 친구는 발목을 다쳤어.,fear,Fear,1,Fear,2,Sadness,1,Fear,1,Neutral,0,32,female
5e2bf6105807b852d9e023f3,지금은 괜찮은 거 같애.,fear,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,32,female
5e2bf6235807b852d9e023f4,내 친구는 발목을 다쳤거든. 다른 사람들은 잘 모르겠어.,fear,Neutral,0,Fear,1,Sadness,1,Neutral,0,Neutral,0,32,female
5e2bf6415807b852d9e023f5,"어, 나도 며칠 지켜봐야될 거 같애.",fear,Neutral,0,Neutral,0,Neutral,0,Neutral,0,Neutral,0,32,female
5e2bf69a5807b852d9e023f9,누가 화장실에 토하고 하나도 안 치웠어.,disgust,Disgust,1,Disgust,2,Disgust,1,Disgust,1,Angry,1,32,female
5e2bf6af5807b852d9e023fa,지금도 그대로 있다니까?,disgust,Disgust,1,Disgust,2,Disgust,1,Disgust,2,Neutral,0,32,female
5e2bf6d25807b852d9e023fc,"으, 물 마시려고 해도 자꾸 그게 생각 나.",disgust,Disgust,1,Disgust,2,Angry,1,Disgust,2,Neutral,0,32,female
5e2c01365807b852d9e02418,나 면접 또 떨어졌어.,sad,Sadness,1,Sadness,2,Sadness,1,Sadness,1,Neutral,0,32,female
5e2c01465807b852d9e02419,집에 가는 길.,sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Neutral,0,32,female
5e2c01795807b852d9e0241b,아니 아직 모르셔.,sad,Sadness,1,Neutral,0,Neutral,0,Sadness,1,Neutral,0,32,female
5e2c018e5807b852d9e0241c,"아니, 아직. 배도 안 고파.",sad,Sadness,1,Sadness,1,Sadness,1,Sadness,1,Neutral,0,32,female
5e2c02e25807b852d9e02426,아까부터 계속 연락했는데 답도 잘 없어!,anger,Angry,1,Angry,2,Angry,2,Angry,2,Sadness,1,33,female
5e2c02f85807b852d9e02427,얘 맨날 이래!,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,33,female
